system:index,category,glad_disturbed_forest_ha,glad_forest_gain_ha,glad_forest_loss_ha,glad_stable_forest_ha,glad_stable_forest_percent,hansen_forest_2000_ha,hansen_forest_2000_percent,total_area_ha,.geo
0,Summary Statistics,18651.0,2771.0,2739.0,635643.0,83.5,690675.0,90.7,761449.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
